Date/Time: 2018-02-23-13-19-05
Scenario: #1
Device Name: ABPC
Stethoscope ID: 00:06:66:D0:C9:A5
Units: seconds, kPa, mmHg
4300.79, 0.50, 3.73
4301.05, 0.50, 3.73
4301.30, 0.50, 3.73
4301.56, 0.50, 3.73
4301.81, 0.50, 3.73
4302.07, 0.50, 3.73
4302.32, 0.50, 3.73
4302.58, 0.50, 3.73
4302.84, 0.49, 3.71
4303.09, 0.50, 3.73
4303.35, 0.50, 3.73
4303.60, 0.50, 3.73
4303.86, 0.49, 3.71
4304.11, 0.50, 3.73
4304.37, 0.50, 3.73
4304.62, 0.50, 3.73
4304.88, 0.50, 3.73
4305.14, 0.50, 3.73
4305.39, 0.50, 3.73
4305.65, 0.49, 3.71
4305.91, 0.50, 3.73
4306.16, 0.50, 3.73
4306.41, 0.50, 3.73
4306.66, 0.50, 3.73
4306.92, 0.50, 3.73
4307.18, 0.50, 3.73
4307.44, 0.49, 3.71
4307.69, 0.50, 3.73
4307.94, 0.50, 3.73
4308.20, 0.50, 3.73
4308.45, 0.50, 3.73
4308.71, 0.50, 3.73
4308.97, 0.50, 3.73
4309.23, 0.50, 3.73
4309.48, 0.50, 3.73
4309.73, 0.50, 3.73
4309.98, 0.50, 3.73
4310.23, 0.50, 3.73
4310.49, 0.50, 3.73
4310.75, 0.50, 3.73
4311.00, 0.50, 3.73
4311.25, 0.49, 3.71
4311.51, 0.50, 3.73
4311.76, 0.49, 3.71
4312.01, 0.50, 3.73
4312.27, 0.50, 3.73
4312.53, 0.50, 3.73
4312.78, 0.50, 3.73
4313.04, 0.49, 3.71
4313.29, 0.50, 3.73
4313.55, 0.50, 3.73
4313.81, 0.50, 3.73
4314.06, 0.50, 3.73
4314.32, 0.50, 3.74
4314.57, 0.50, 3.74
4314.82, 0.50, 3.73
4315.07, 0.50, 3.73
4315.33, 0.50, 3.74
4315.58, 0.49, 3.71
4315.83, 0.50, 3.74
4316.08, 0.50, 3.74
4316.35, 0.50, 3.73
4316.60, 0.50, 3.73
4316.86, 0.50, 3.73
4317.12, 0.50, 3.73
4317.37, 0.50, 3.73
4317.63, 0.50, 3.73
4317.88, 0.50, 3.73
4318.13, 0.50, 3.73
4318.38, 0.50, 3.73
4318.64, 0.50, 3.73
4318.90, 0.50, 3.73
4319.15, 0.50, 3.73
4319.40, 0.49, 3.71
4319.66, 0.50, 3.73
4319.91, 0.50, 3.74
4320.17, 0.49, 3.71
4320.42, 0.50, 3.73
4320.68, 0.50, 3.73
4320.94, 0.49, 3.71
4321.20, 0.50, 3.73
4321.45, 0.50, 3.73
4321.71, 0.50, 3.73
4321.97, 0.50, 3.73
4322.23, 0.50, 3.73
4322.48, 0.50, 3.73
4322.74, 0.50, 3.73
4322.99, 0.50, 3.79
4323.25, 0.50, 3.74
4323.51, 0.50, 3.74
4323.76, 0.50, 3.73
4324.01, 0.50, 3.73
4324.27, 0.50, 3.73
4324.52, 0.50, 3.73
4324.78, 0.50, 3.74
4325.03, 0.50, 3.73
4325.29, 0.50, 3.74
4325.54, 0.49, 3.71
4325.80, 0.50, 3.73
4326.05, 0.50, 3.73
4326.31, 0.50, 3.73
4326.56, 0.50, 3.73
4326.82, 0.50, 3.74
4327.07, 0.50, 3.73
4327.33, 0.50, 3.73
4327.59, 0.50, 3.73
4327.84, 0.50, 3.74
4328.09, 0.50, 3.74
4328.35, 0.50, 3.73
4328.60, 0.50, 3.74
4328.85, 0.49, 3.71
4329.10, 0.49, 3.71
4329.36, 0.49, 3.71
4329.61, 0.50, 3.73
4329.86, 0.49, 3.71
4330.12, 0.49, 3.71
4330.38, 0.50, 3.73
4330.63, 0.50, 3.73
4330.89, 0.50, 3.73
4331.15, 0.50, 3.74
4331.41, 0.50, 3.73
4331.66, 0.50, 3.73
4331.91, 0.50, 3.73
4332.16, 0.50, 3.73
4332.41, 0.49, 3.71
4332.67, 0.50, 3.73
4332.92, 0.50, 3.73
4333.17, 0.50, 3.73
4333.43, 0.50, 3.73
4333.68, 0.50, 3.73
4333.93, 0.50, 3.73
4334.18, 0.49, 3.71
4334.44, 0.50, 3.73
4334.69, 0.50, 3.73
4334.95, 0.50, 3.73
4335.20, 0.50, 3.74
4335.46, 0.50, 3.73
4335.71, 0.50, 3.74
4335.97, 0.50, 3.73
4336.22, 0.50, 3.74
4336.48, 0.50, 3.73
4336.73, 0.50, 3.73
4336.98, 0.50, 3.73
4337.24, 0.50, 3.73
4337.49, 0.50, 3.73
4337.74, 0.50, 3.73
4338.00, 0.50, 3.73
4338.25, 0.50, 3.73
4338.51, 0.50, 3.74
4338.76, 0.50, 3.73
4339.01, 0.50, 3.73
4339.26, 0.50, 3.73
4339.51, 0.50, 3.73
4339.77, 0.50, 3.73
4340.02, 0.50, 3.73
4340.28, 0.50, 3.73
4340.54, 0.50, 3.73
4340.79, 0.50, 3.73
4341.05, 0.50, 3.73
4341.31, 0.50, 3.73
4341.56, 0.50, 3.73
4341.82, 0.50, 3.73
4342.07, 0.50, 3.73
4342.32, 0.50, 3.73
4342.58, 0.50, 3.73
4342.84, 0.50, 3.73
4343.09, 0.50, 3.73
4343.34, 0.50, 3.73
4343.60, 0.50, 3.73
4343.85, 0.50, 3.73
4344.11, 0.50, 3.73
4344.36, 0.50, 3.73
4344.61, 0.50, 3.73
4344.87, 0.50, 3.73
4345.13, 0.50, 3.73
4345.38, 0.50, 3.73
4345.64, 0.50, 3.73
4345.89, 0.50, 3.73
4346.14, 0.50, 3.73
4346.40, 0.50, 3.74
4346.66, 0.50, 3.73
4346.92, 0.50, 3.73
4347.17, 0.50, 3.73
4347.43, 0.49, 3.71
4347.68, 0.50, 3.73
4347.93, 0.49, 3.71
4348.18, 0.49, 3.71
4348.43, 0.50, 3.73
4348.69, 0.50, 3.73
4348.94, 0.50, 3.73
4349.20, 0.50, 3.74
4349.45, 0.50, 3.74
4349.70, 0.50, 3.73
4349.96, 0.50, 3.73
4350.21, 0.49, 3.71
4350.46, 0.50, 3.73
4350.71, 0.50, 3.73
4350.97, 0.50, 3.73
4351.22, 0.50, 3.73
4351.47, 0.50, 3.73
4351.73, 0.50, 3.73
4351.98, 0.50, 3.73
4352.24, 0.50, 3.73
4352.49, 0.50, 3.74
4352.75, 0.50, 3.73
4353.00, 0.49, 3.71
4353.26, 0.50, 3.73
4353.51, 0.50, 3.73
4353.77, 0.50, 3.73
4354.02, 0.49, 3.71
4354.27, 0.50, 3.73
4354.53, 0.50, 3.73
4354.79, 0.50, 3.73
4355.04, 0.50, 3.73
4355.30, 0.50, 3.74
4355.55, 0.50, 3.73
4355.81, 0.50, 3.73
4356.06, 0.50, 3.73
4356.31, 0.50, 3.73
4356.56, 0.50, 3.73
4356.82, 0.50, 3.73
4357.07, 0.50, 3.73
4357.33, 0.50, 3.73
4357.59, 0.50, 3.73
4357.85, 0.49, 3.71
4358.10, 0.50, 3.73
4358.36, 0.50, 3.73
4358.62, 0.50, 3.73
4358.87, 0.50, 3.73
4359.13, 0.50, 3.73
4359.38, 0.50, 3.73
4359.64, 0.49, 3.71
4359.89, 0.49, 3.71
4360.15, 0.50, 3.73
4360.40, 0.49, 3.71
4360.66, 0.50, 3.74
4360.92, 0.50, 3.73
4361.18, 0.50, 3.74
4361.44, 0.50, 3.74
4361.69, 0.50, 3.74
4361.94, 0.49, 3.71
4362.20, 0.49, 3.71
4362.46, 0.49, 3.71
4362.71, 0.50, 3.73
4362.97, 0.50, 3.73
4363.22, 0.50, 3.73
4363.48, 0.50, 3.73
4363.73, 0.50, 3.73
4363.99, 0.50, 3.73
4364.24, 0.50, 3.73
4364.50, 0.50, 3.74
4364.76, 0.50, 3.73
4365.01, 0.50, 3.73
4365.26, 0.50, 3.73
4365.51, 0.50, 3.73
4365.76, 0.50, 3.73
4366.01, 0.50, 3.73
4366.27, 0.50, 3.74
4366.53, 0.50, 3.74
4366.78, 0.50, 3.73
4367.03, 0.50, 3.73
4367.29, 0.50, 3.73
4367.55, 0.50, 3.73
4367.81, 0.50, 3.73
4368.06, 0.50, 3.74
4368.31, 0.50, 3.73
4368.57, 0.49, 3.71
4368.82, 0.50, 3.73
4369.08, 0.50, 3.73
4369.34, 0.50, 3.73
4369.59, 0.49, 3.71
4369.84, 0.50, 3.73
4370.10, 0.50, 3.74
4370.35, 0.50, 3.73
4370.61, 0.50, 3.73
4370.86, 0.50, 3.73
4371.12, 0.50, 3.73
4371.37, 0.50, 3.73
4371.63, 0.50, 3.73
4371.88, 0.50, 3.73
4372.14, 0.50, 3.73
4372.39, 0.50, 3.73
4372.64, 0.50, 3.73
4372.89, 0.50, 3.74
4373.15, 0.50, 3.73
4373.41, 0.50, 3.73
4373.66, 0.50, 3.73
4373.92, 0.50, 3.73
4374.17, 0.50, 3.73
4374.42, 0.50, 3.73
4374.68, 0.50, 3.73
4374.93, 0.50, 3.73
4375.19, 0.50, 3.73
4375.44, 0.50, 3.73
4375.70, 0.50, 3.73
4375.95, 0.50, 3.73
4376.21, 0.50, 3.73
4376.46, 0.50, 3.73
4376.72, 0.50, 3.73
4376.98, 0.50, 3.73
4377.24, 0.50, 3.73
4377.49, 0.50, 3.73
4377.75, 0.50, 3.73
4378.01, 0.50, 3.73
4378.26, 0.50, 3.73
4378.51, 0.50, 3.74
4378.76, 0.49, 3.71
4379.01, 0.50, 3.73
4379.28, 0.50, 3.73
4379.53, 0.50, 3.73
4379.79, 0.50, 3.73
4380.05, 0.50, 3.73
4380.30, 0.49, 3.71
4380.55, 0.50, 3.73
4380.81, 0.50, 3.73
4381.07, 0.50, 3.74
4381.32, 0.50, 3.73
4381.58, 0.50, 3.73
4381.84, 0.50, 3.73
4382.09, 0.49, 3.71
4382.35, 0.50, 3.74
4382.60, 0.50, 3.73
4382.86, 0.49, 3.71
4383.11, 0.50, 3.73
4383.37, 0.50, 3.73
4383.63, 0.50, 3.73
4383.88, 0.50, 3.73
4384.13, 0.50, 3.73
4384.38, 0.50, 3.73
4384.64, 0.50, 3.73
4384.90, 0.50, 3.73
4385.15, 0.50, 3.73
4385.40, 0.50, 3.73
4385.66, 0.50, 3.74
4385.92, 0.50, 3.73
4386.17, 0.50, 3.73
4386.43, 0.50, 3.73
4386.69, 0.50, 3.73
4386.94, 0.49, 3.71
4387.20, 0.49, 3.71
4387.46, 0.49, 3.71
4387.71, 0.50, 3.73
4387.97, 0.50, 3.73
4388.22, 0.49, 3.71
4388.48, 0.50, 3.74
4388.74, 0.49, 3.71
4388.99, 0.50, 3.74
4389.25, 0.50, 3.73
4389.51, 0.50, 3.73
4389.76, 0.50, 3.73
4390.02, 0.50, 3.73
4390.28, 0.50, 3.74
4390.54, 0.50, 3.74
4390.79, 0.49, 3.71
4391.04, 0.49, 3.71
4391.29, 0.50, 3.73
4391.55, 0.50, 3.73
4391.81, 0.50, 3.73
4392.06, 0.50, 3.74
4392.31, 0.49, 3.71
4392.57, 0.50, 3.73
4392.82, 0.49, 3.71
4393.07, 0.50, 3.73
4393.33, 0.50, 3.73
4393.59, 0.50, 3.73
4393.84, 0.50, 3.73
4394.10, 0.50, 3.73
4394.35, 0.50, 3.74
4394.60, 0.50, 3.73
4394.86, 0.50, 3.73
4395.12, 0.50, 3.74
4395.37, 0.50, 3.73
4395.63, 0.50, 3.73
4395.88, 0.49, 3.71
4396.14, 0.50, 3.73
4396.40, 0.49, 3.71
4396.65, 0.50, 3.73
4396.91, 0.50, 3.73
4397.17, 0.50, 3.73
4397.43, 0.50, 3.73
4397.68, 0.50, 3.73
4397.94, 0.50, 3.73
4398.19, 0.49, 3.71
4398.45, 0.50, 3.74
4398.71, 0.50, 3.73
4398.97, 0.49, 3.71
4399.22, 0.50, 3.73
4399.48, 0.50, 3.73
4399.73, 0.50, 3.73
4399.99, 0.50, 3.73
4400.24, 0.50, 3.73
4400.49, 0.50, 3.73
4400.75, 0.50, 3.73
4401.00, 0.50, 3.73
4401.26, 0.50, 3.73
4401.52, 0.50, 3.74
4401.78, 0.50, 3.73
4402.03, 0.50, 3.74
4402.29, 0.50, 3.73
4402.55, 0.50, 3.74
4402.80, 0.50, 3.73
4403.05, 0.50, 3.73
4403.31, 0.50, 3.73
4403.57, 0.50, 3.73
4403.82, 0.50, 3.73
4404.08, 0.50, 3.73
4404.34, 0.50, 3.73
4404.59, 0.50, 3.73
4404.85, 0.50, 3.73
4405.10, 0.50, 3.73
4405.36, 0.50, 3.73
4405.61, 0.50, 3.73
4405.86, 0.50, 3.73
4406.11, 0.50, 3.73
4406.36, 0.50, 3.73
4406.62, 0.50, 3.73
4406.88, 0.50, 3.73
4407.13, 0.50, 3.73
4407.39, 0.49, 3.71
4407.64, 0.50, 3.74
4407.90, 0.50, 3.73
4408.15, 0.50, 3.73
4408.41, 0.50, 3.73
4408.66, 0.50, 3.73
4408.92, 0.50, 3.73
4409.18, 0.50, 3.73
4409.43, 0.50, 3.73
4409.69, 0.50, 3.74
4409.94, 0.50, 3.74
4410.20, 0.50, 3.74
4410.46, 0.50, 3.74
4410.71, 0.50, 3.73
4410.97, 0.50, 3.74
4411.22, 0.50, 3.74
4411.47, 0.50, 3.74
4411.72, 0.50, 3.73
4411.98, 0.50, 3.74
4412.23, 0.50, 3.73
4412.49, 0.50, 3.73
4412.74, 0.50, 3.73
4412.99, 0.50, 3.73
4413.25, 0.50, 3.73
4413.50, 0.50, 3.73
4413.76, 0.50, 3.73
4414.01, 0.50, 3.73
4414.27, 0.50, 3.73
4414.53, 0.50, 3.73
4414.78, 0.50, 3.73
4415.04, 0.50, 3.73
4415.30, 0.50, 3.73
4415.55, 0.50, 3.73
4415.80, 0.50, 3.73
4416.06, 0.50, 3.73
4416.31, 0.50, 3.73
4416.57, 0.50, 3.73
4416.83, 0.50, 3.73
4417.09, 0.50, 3.73
4417.35, 0.50, 3.73
4417.60, 0.50, 3.73
4417.86, 0.50, 3.73
4418.12, 0.50, 3.73
4418.37, 0.50, 3.73
4418.63, 0.50, 3.73
4418.88, 0.50, 3.73
4419.14, 0.49, 3.71
4419.39, 0.50, 3.73
4419.64, 0.50, 3.73
4419.90, 0.50, 3.73
4420.16, 0.50, 3.73
4420.41, 0.50, 3.73
4420.67, 0.50, 3.73
4420.92, 0.50, 3.73
4421.18, 0.50, 3.74
4421.44, 0.50, 3.74
4421.70, 0.50, 3.73
4421.95, 0.50, 3.73
4422.20, 0.50, 3.73
4422.46, 0.50, 3.73
4422.71, 0.50, 3.73
4422.97, 0.50, 3.74
4423.22, 0.50, 3.73
4423.48, 0.50, 3.73
4423.73, 0.50, 3.73
4423.98, 0.49, 3.71
4424.24, 0.50, 3.73
4424.49, 0.50, 3.73
4424.75, 0.50, 3.73
4425.00, 0.50, 3.74
4425.26, 0.50, 3.73
4425.51, 0.50, 3.73
4425.77, 0.50, 3.73
4426.02, 0.50, 3.73
4426.27, 0.50, 3.73
4426.53, 0.50, 3.74
4426.78, 0.50, 3.74
4427.03, 0.50, 3.74
4427.29, 0.50, 3.74
4427.55, 0.50, 3.73
4427.80, 0.50, 3.74
4428.05, 0.50, 3.74
4428.30, 0.50, 3.73
4428.56, 0.50, 3.73
4428.81, 0.50, 3.73
4429.07, 0.50, 3.73
4429.32, 0.50, 3.74
4429.57, 0.50, 3.74
4429.82, 0.50, 3.73
4430.08, 0.50, 3.73
4430.33, 0.50, 3.74
4430.59, 0.50, 3.73
4430.85, 0.50, 3.73
4431.11, 0.50, 3.73
4431.36, 0.50, 3.73
4431.61, 0.50, 3.73
4431.87, 0.50, 3.73
4432.12, 0.50, 3.73
4432.37, 0.50, 3.73
4432.63, 0.50, 3.73
4432.89, 0.50, 3.74
4433.15, 0.50, 3.73
4433.40, 0.50, 3.73
4433.66, 0.50, 3.73
4433.92, 0.50, 3.73
4434.17, 0.50, 3.73
4434.43, 0.50, 3.73
4434.68, 0.50, 3.73
4434.94, 0.50, 3.73
4435.19, 0.50, 3.73
4435.45, 0.50, 3.73
4435.70, 0.50, 3.73
4435.96, 0.50, 3.73
4436.21, 0.50, 3.73
4436.46, 0.50, 3.74
4436.71, 0.50, 3.73
4436.97, 0.50, 3.74
4437.22, 0.50, 3.73
4437.48, 0.50, 3.73
4437.74, 0.50, 3.73
4437.99, 0.50, 3.73
4438.25, 0.50, 3.74
4438.51, 0.50, 3.73
4438.76, 0.50, 3.74
4439.01, 0.50, 3.73
4439.27, 0.50, 3.73
4439.52, 0.50, 3.74
4439.78, 0.50, 3.74
4440.03, 0.50, 3.73
4440.29, 0.50, 3.74
4440.55, 0.50, 3.73
4440.80, 0.50, 3.74
4441.06, 0.50, 3.73
4441.31, 0.50, 3.73
4441.57, 0.50, 3.73
4441.82, 0.50, 3.73
4442.07, 0.50, 3.73
4442.33, 0.50, 3.73
4442.59, 0.50, 3.73
4442.85, 0.50, 3.73
4443.11, 0.50, 3.73
4443.36, 0.50, 3.74
4443.62, 0.50, 3.73
4443.87, 0.50, 3.73
4444.13, 0.50, 3.73
4444.38, 0.50, 3.73
4444.64, 0.50, 3.73
4444.89, 0.50, 3.74
4445.15, 0.50, 3.73
4445.41, 0.50, 3.73
4445.66, 0.50, 3.74
4445.92, 0.50, 3.73
4446.18, 0.50, 3.73
4446.43, 0.50, 3.74
4446.69, 0.50, 3.73
4446.95, 0.50, 3.74
4447.21, 0.50, 3.73
4447.46, 0.50, 3.74
4447.71, 0.50, 3.73
4447.96, 0.50, 3.74
4448.22, 0.50, 3.74
4448.47, 0.50, 3.73
4448.73, 0.50, 3.73
4448.98, 0.50, 3.73
4449.23, 0.50, 3.73
4449.49, 0.50, 3.73
4449.75, 0.50, 3.74
4450.01, 0.50, 3.73
4450.26, 0.50, 3.73
4450.52, 0.50, 3.73
4450.77, 0.50, 3.73
4451.02, 0.50, 3.74
4451.27, 0.50, 3.73
4451.53, 0.50, 3.73
4451.78, 0.50, 3.73
4452.04, 0.50, 3.73
4452.30, 0.50, 3.73
4452.55, 0.50, 3.73
4452.81, 0.50, 3.73
4453.06, 0.50, 3.73
4453.32, 0.50, 3.73
4453.58, 0.50, 3.73
4453.84, 0.50, 3.73
4454.09, 0.50, 3.73
4454.34, 0.50, 3.73
4454.60, 0.50, 3.73
4454.85, 0.50, 3.73
4455.10, 0.50, 3.73
4455.36, 0.50, 3.73
4455.61, 0.50, 3.73
4455.86, 0.50, 3.73
4456.11, 0.50, 3.73
4456.36, 0.50, 3.73
4456.62, 0.50, 3.73
4456.87, 0.50, 3.73
4457.13, 0.50, 3.74
4457.39, 0.50, 3.73
4457.64, 0.50, 3.73
4457.89, 0.50, 3.73
4458.15, 0.50, 3.73
4458.40, 0.50, 3.73
4458.65, 0.50, 3.74
4458.91, 0.50, 3.73
4459.16, 0.50, 3.73
4459.41, 0.50, 3.73
4459.67, 0.50, 3.74
4459.93, 0.50, 3.73
4460.19, 0.50, 3.73
4460.45, 0.50, 3.73
4460.70, 0.50, 3.73
4460.95, 0.50, 3.73
4461.21, 0.50, 3.73
4461.46, 0.50, 3.73
4461.71, 0.50, 3.73
4461.97, 0.50, 3.73
4462.23, 0.50, 3.73
4462.48, 0.50, 3.74
4462.74, 0.50, 3.73
4462.99, 0.50, 3.74
4463.25, 0.50, 3.73
4463.51, 0.50, 3.74
4463.76, 0.50, 3.73
4464.01, 0.50, 3.74
4464.26, 0.50, 3.73
4464.52, 0.50, 3.73
4464.77, 0.50, 3.73
4465.02, 0.50, 3.73
4465.27, 0.50, 3.73
4465.53, 0.50, 3.73
4465.78, 0.50, 3.73
4466.04, 0.50, 3.74
4466.29, 0.50, 3.73
4466.55, 0.50, 3.74
4466.81, 0.50, 3.74
4467.07, 0.50, 3.74
4467.32, 0.50, 3.74
4467.57, 0.50, 3.73
4467.83, 0.50, 3.73
4468.08, 0.50, 3.74
4468.34, 0.50, 3.74
4468.61, 0.50, 3.74
4468.86, 0.50, 3.73
4469.12, 0.50, 3.73
4469.37, 0.50, 3.73
4469.62, 0.50, 3.74
4469.88, 0.50, 3.74
4470.13, 0.50, 3.74
4470.38, 0.50, 3.73
4470.64, 0.50, 3.73
4470.89, 0.50, 3.73
4471.15, 0.50, 3.74
4471.40, 0.50, 3.74
4471.65, 0.50, 3.73
4471.91, 0.50, 3.74
4472.16, 0.50, 3.74
4472.41, 0.50, 3.73
4472.67, 0.50, 3.73
4472.92, 0.50, 3.73
4473.18, 0.50, 3.73
4473.44, 0.50, 3.74
4473.69, 0.50, 3.73
4473.94, 0.50, 3.73
4474.20, 0.50, 3.73
4474.46, 0.50, 3.74
4474.71, 0.50, 3.74
4474.97, 0.50, 3.74
4475.22, 0.50, 3.73
4475.47, 0.50, 3.74
4475.73, 0.50, 3.73
4475.98, 0.50, 3.74
4476.24, 0.50, 3.74
4476.50, 0.50, 3.73
4476.76, 0.50, 3.74
4477.01, 0.50, 3.74
4477.27, 0.50, 3.73
4477.53, 0.50, 3.73
4477.78, 0.50, 3.74
4478.04, 0.50, 3.74
4478.29, 0.50, 3.74
4478.55, 0.50, 3.73
4478.80, 0.50, 3.73
4479.05, 0.50, 3.73
4479.31, 0.50, 3.74
4479.56, 0.50, 3.73
4479.81, 0.50, 3.73
4480.07, 0.50, 3.74
4480.33, 0.50, 3.74
4480.58, 0.50, 3.73
4480.84, 0.50, 3.73
4481.10, 0.50, 3.73
4481.35, 0.50, 3.73
4481.60, 0.50, 3.74
4481.85, 0.50, 3.73
4482.11, 0.50, 3.73
4482.36, 0.50, 3.73
4482.62, 0.50, 3.74
4482.87, 0.50, 3.73
4483.12, 0.50, 3.73
4483.38, 0.50, 3.74
4483.63, 0.50, 3.74
4483.89, 0.50, 3.74
4484.15, 0.50, 3.74
4484.40, 0.50, 3.74
4484.66, 0.50, 3.74
4484.91, 0.50, 3.73
4485.17, 0.50, 3.73
4485.43, 0.50, 3.73
4485.68, 0.50, 3.73
4485.94, 0.50, 3.73
4486.19, 0.49, 3.71
4486.45, 0.50, 3.74
4486.71, 0.49, 3.71
4486.96, 0.50, 3.73
4487.21, 0.50, 3.73
4487.46, 0.50, 3.73
4487.71, 0.50, 3.73
4487.97, 0.50, 3.73
4488.22, 0.50, 3.73
4488.48, 0.50, 3.73
4488.73, 0.50, 3.74
4488.99, 0.50, 3.74
4489.24, 0.50, 3.74
4489.49, 0.50, 3.73
4489.75, 0.50, 3.73
4490.01, 0.50, 3.74
4490.26, 0.50, 3.73
4490.51, 0.50, 3.73
4490.77, 0.50, 3.74
4491.03, 0.50, 3.74
4491.28, 0.50, 3.73
4491.54, 0.50, 3.74
4491.80, 0.50, 3.73
4492.05, 0.50, 3.73
4492.30, 0.50, 3.73
4492.55, 0.50, 3.73
4492.81, 0.50, 3.73
4493.07, 0.49, 3.71
4493.32, 0.50, 3.73
4493.57, 0.50, 3.74
4493.83, 0.50, 3.73
4494.08, 0.50, 3.73
4494.33, 0.50, 3.74
4494.59, 0.49, 3.71
4494.84, 0.50, 3.73
4495.09, 0.50, 3.73
4495.35, 0.50, 3.74
4495.61, 0.50, 3.74
4495.86, 0.50, 3.74
4496.11, 0.50, 3.73
4496.37, 0.50, 3.74
4496.63, 0.50, 3.73
4496.88, 0.50, 3.73
4497.13, 0.50, 3.74
4497.38, 0.50, 3.73
4497.63, 0.50, 3.73
4497.89, 0.50, 3.73
4498.15, 0.50, 3.73
4498.40, 0.50, 3.73
4498.65, 0.50, 3.73
4498.91, 0.50, 3.74
4499.16, 0.50, 3.74
4499.41, 0.50, 3.73
4499.67, 0.49, 3.71
4499.92, 0.50, 3.73
4500.18, 0.50, 3.73
4500.44, 0.50, 3.73
4500.70, 0.50, 3.73
4500.96, 0.50, 3.73
4501.22, 0.50, 3.73
4501.47, 0.49, 3.71
4501.72, 0.50, 3.73
4501.98, 0.49, 3.71
4502.23, 0.50, 3.73
4502.48, 0.50, 3.73
4502.74, 0.50, 3.73
4502.99, 0.50, 3.73
4503.24, 0.50, 3.73
4503.50, 0.50, 3.74
4503.75, 0.50, 3.73
4504.01, 0.50, 3.73
4504.27, 0.50, 3.73
4504.52, 0.50, 3.73
4504.78, 0.50, 3.74
4505.03, 0.50, 3.73
4505.28, 0.50, 3.73
4505.54, 0.50, 3.73
4505.79, 0.50, 3.73
4506.05, 0.50, 3.73
4506.30, 0.50, 3.73
4506.56, 0.50, 3.73
4506.82, 0.50, 3.73
4507.07, 0.50, 3.73
4507.32, 0.50, 3.73
4507.58, 0.50, 3.74
4507.83, 0.50, 3.74
4508.09, 0.50, 3.74
4508.34, 0.50, 3.73
4508.60, 0.50, 3.74
4508.86, 0.50, 3.74
4509.11, 0.50, 3.73
4509.36, 0.50, 3.73
4509.62, 0.50, 3.74
4509.87, 0.50, 3.74
4510.13, 0.50, 3.73
4510.38, 0.50, 3.74
4510.63, 0.50, 3.73
4510.88, 0.50, 3.73
4511.14, 0.50, 3.73
4511.39, 0.50, 3.74
4511.65, 0.50, 3.73
4511.90, 0.50, 3.74
4512.15, 0.50, 3.73
4512.41, 0.50, 3.73
4512.66, 0.50, 3.73
4512.91, 0.50, 3.73
4513.17, 0.50, 3.73
4513.43, 0.50, 3.73
4513.69, 0.50, 3.74
4513.94, 0.50, 3.74
4514.20, 0.50, 3.73
4514.45, 0.50, 3.73
4514.70, 0.50, 3.73
4514.96, 0.50, 3.74
4515.21, 0.50, 3.74
4515.46, 0.50, 3.73
4515.72, 0.50, 3.73
4515.97, 0.50, 3.73
4516.22, 0.50, 3.74
4516.48, 0.50, 3.73
4516.74, 0.50, 3.73
4516.99, 0.50, 3.74
4517.25, 0.50, 3.74
4517.50, 0.50, 3.74
4517.76, 0.50, 3.73
4518.02, 0.50, 3.73
4518.28, 0.50, 3.74
4518.53, 0.50, 3.73
4518.79, 0.50, 3.74
4519.05, 0.50, 3.74
4519.30, 0.50, 3.74
4519.56, 0.50, 3.73
4519.81, 0.50, 3.73
4520.07, 0.50, 3.73
4520.32, 0.50, 3.74
4520.58, 0.50, 3.73
4520.83, 0.50, 3.73
4521.08, 0.50, 3.74
4521.34, 0.50, 3.73
4521.59, 0.50, 3.73
4521.85, 0.50, 3.74
4522.10, 0.50, 3.73
4522.35, 0.50, 3.73
4522.60, 0.50, 3.74
4522.86, 0.50, 3.73
4523.11, 0.50, 3.74
4523.37, 0.50, 3.74
4523.62, 0.50, 3.74
4523.87, 0.50, 3.73
4524.13, 0.50, 3.73
4524.39, 0.50, 3.74
4524.64, 0.50, 3.73
4524.89, 0.50, 3.74
4525.15, 0.50, 3.73
4525.40, 0.50, 3.74
4525.66, 0.50, 3.73
4525.92, 0.50, 3.73
4526.17, 0.50, 3.73
4526.43, 0.49, 3.71
4526.69, 0.50, 3.73
4526.94, 0.50, 3.73
4527.19, 0.50, 3.73
4527.45, 0.50, 3.73
4527.70, 0.50, 3.74
4527.95, 0.50, 3.73
4528.20, 0.50, 3.73
4528.46, 0.50, 3.74
4528.71, 0.50, 3.73
4528.97, 0.50, 3.73
4529.23, 0.50, 3.74
4529.48, 0.50, 3.74
4529.74, 0.50, 3.76
4530.00, 0.50, 3.73
4530.25, 0.50, 3.73
4530.50, 0.50, 3.73
4530.75, 0.50, 3.74
4531.01, 0.50, 3.73
4531.26, 0.50, 3.73
4531.51, 0.50, 3.73
4531.76, 0.50, 3.73
4532.01, 0.50, 3.73
4532.27, 0.50, 3.73
4532.53, 0.50, 3.73
4532.79, 0.50, 3.74
4533.04, 0.50, 3.73
4533.30, 0.50, 3.74
4533.55, 0.50, 3.73
4533.80, 0.50, 3.73
4534.05, 0.50, 3.73
4534.31, 0.50, 3.74
4534.56, 0.50, 3.74
4534.81, 0.50, 3.74
4535.07, 0.50, 3.74
4535.33, 0.50, 3.74
4535.58, 0.50, 3.73
4535.84, 0.50, 3.73
4536.09, 0.50, 3.73
4536.34, 0.50, 3.74
4536.59, 0.50, 3.73
4536.85, 0.50, 3.73
4537.11, 0.50, 3.73
